"year","mean","median","lcl","ucl"
2015,0.350530082213071,0.349456076734121,0.312977099236641,0.392523364485981
2016,0.323056071296788,0.322505275851673,0.272727272727273,0.375
2017,0.319327012733143,0.317073170731707,0.26875,0.37593984962406
2018,0.318125005908204,0.317222840192807,0.267241379310345,0.368421052631579
2019,0.31353523407369,0.313186813186813,0.261194029850746,0.365079365079365
2020,0.316303487221417,0.315293125637953,0.264705882352941,0.368932038834951
2021,0.315440461075708,0.315384615384615,0.263157894736842,0.371859296482412
2022,0.31318186973251,0.312977099236641,0.261029411764706,0.366071428571429
2023,0.311429311477806,0.311111111111111,0.259259259259259,0.363636363636364
2024,0.311883579182023,0.31093921667607,0.262931034482759,0.363636363636364
2025,0.313539690063929,0.31366747882585,0.257575757575758,0.37037037037037
2026,0.313268693060364,0.312531949195863,0.260135135135135,0.364583333333333
2027,0.312423251199288,0.312154020246506,0.255813953488372,0.367816091954023
2028,0.313360077659509,0.31358439474476,0.257936507936508,0.364197530864198
2029,0.3127002190773,0.31270868453967,0.261538461538462,0.366071428571429
2030,0.310285581109029,0.31053203787295,0.255813953488372,0.360544217687075
2031,0.311869236603212,0.311688311688312,0.260162601626016,0.366906474820144
2032,0.31134704163712,0.313432835820896,0.25609756097561,0.36241610738255
2033,0.31372586618946,0.314750179297155,0.261363636363636,0.365079365079365
2034,0.31072206579169,0.31101420336812,0.25609756097561,0.363636363636364
2035,0.310692307204011,0.3125,0.252830188679245,0.362162162162162
2036,0.308699068002619,0.30945803735859,0.252252252252252,0.361607142857143
2037,0.30930678389967,0.309039836567926,0.254545454545455,0.36046511627907
2038,0.30933002118654,0.308372274143302,0.255474452554745,0.362369337979094
2039,0.309703113932669,0.310344827586207,0.258823529411765,0.36036036036036
2040,0.309701705384981,0.310154305624689,0.25414364640884,0.362126245847176
2041,0.309735323880746,0.3096610447028,0.255813953488372,0.36094674556213
2042,0.308574103888062,0.309566175224538,0.256916996047431,0.360655737704918
2043,0.307176255714055,0.308957219251337,0.250793650793651,0.358851674641148
2044,0.30642621170735,0.309194635138571,0.25,0.359060402684564
2045,0.306832121837695,0.308823529411765,0.25,0.355828220858896
