"year","mean","median","lcl","ucl"
2015,80.0749999999997,80,34,125
2016,79.732,79,33,127
2017,81.8489999999999,80,34,132
2018,89.0530000000001,88.5,35,145
2019,95.143,94.5,37,155
2020,100.478000000001,99,38,168
2021,105.027,103,37,177
2022,109.175000000001,108,38,183
2023,112.744,111,40,188
2024,115.347999999999,115,43,188
2025,117.842999999999,117,44,187
2026,118.947,119.5,43,188
2027,119.342999999999,121,44,184
2028,120.233,125,43,181
2029,120.271999999999,124.5,45,181
2030,120.103000000001,126,45,179
2031,120.063,127,45,178
2032,120.029,128,45,174
2033,120.098,126.5,49,174
2034,119.692000000001,127,47,173
2035,119.532000000001,126,48,174
2036,119.148000000001,127,48,171
2037,119.797,128,49,171
2038,119.381,126,49,170
2039,118.936,126,48,169
2040,118.188,125,49,165
2041,117.609,124,48,164
2042,117.09,122,47,167
2043,116.784,124,48,164
2044,116.104,123,50,162
2045,115.836,121,48,163
