"year","mean","median","lcl","ucl"
2015,132.460000000001,133.5,49,211
2016,160.891,161,64,258
2017,180.341,181,71,286
2018,205.498,204.5,78,332
2019,237.128000000001,237.5,89,387
2020,275.503000000001,274,104,438
2021,317.297000000001,328,122,471
2022,358.797999999999,391,146,499
2023,394.920000000001,429,173,514
2024,423.993,451,201,526
2025,444.703999999999,466,237,531
2026,457.089,472,288,539
2027,464.703999999999,475,349,542
2028,467.39,475,382,543
2029,467.447,472,395,543
2030,464.783,468,391,537
2031,459.853000000001,463,387,530
2032,455.579999999999,457,385,530
2033,449.271,453,378,522
2034,442.153,444,373,510
2035,437.255,440,366,504
2036,432.023,434,360,497
2037,427.066,429,357,492
2038,422.182,426,354,488
2039,418.056,421,348,480
2040,413.182999999999,414,345,477
2041,409.17,412,339,474
2042,405.734,410,334,466
2043,402.3,404,334,463
2044,399.197,401,330,462
2045,395.777,397,329,458
