"year","mean","median","lcl","ucl"
2015,80.0970000000002,81,30,126
2016,108.1,109,42,174
2017,124.775,125.5,50,199
2018,141.488999999999,142,56,229
2019,162.996000000001,162.5,63,267
2020,189.581000000001,186.5,72,312
2021,220.635000000001,223,81,342
2022,252.543,271,96,365
2023,283.092,308,117,382
2024,307.797000000001,330,142,393
2025,326.132999999999,342,161,400
2026,338.109,351,197,405
2027,345.957,354,242,412
2028,349.562,356,275,414
2029,351.021,356,287,411
2030,350.11,353,290,409
2031,347.52,350,290,406
2032,344.705,345.5,289,406
2033,341.24,343,288,401
2034,336.664999999999,338,286,393
2035,333.432999999999,334,278,388
2036,330.139,331.5,277,382
2037,326.473,327,272,379
2038,323.235,324,271,375
2039,320.658,322.5,268,368
2040,317.887999999999,319,263,368
2041,315.056,315,262,364
2042,312.291,314,259,359
2043,309.909,311,259,357
2044,308.245,309,257,357
2045,306.001,306,255,352
