"year","mean","median","lcl","ucl"
2015,0.195645161290323,0.193548387096774,0.0967741935483871,0.32258064516129
2016,0.0817419354838708,0.0645161290322581,0,0.161290322580645
2017,0.11241935483871,0.129032258064516,0,0.193548387096774
2018,0.151451612903226,0.161290322580645,0,0.258064516129032
2019,0.170225806451613,0.161290322580645,0,0.290322580645161
2020,0.17716129032258,0.193548387096774,0.032258064516129,0.290322580645161
2021,0.173612903225806,0.193548387096774,0.032258064516129,0.290322580645161
2022,0.169322580645162,0.161290322580645,0.032258064516129,0.290322580645161
2023,0.161548387096774,0.161290322580645,0.032258064516129,0.290322580645161
2024,0.155677419354839,0.161290322580645,0,0.258064516129032
2025,0.151580645161291,0.161290322580645,0,0.290322580645161
2026,0.145806451612903,0.161290322580645,0,0.258064516129032
2027,0.145,0.129032258064516,0.032258064516129,0.258064516129032
2028,0.140290322580645,0.129032258064516,0,0.258064516129032
2029,0.13658064516129,0.129032258064516,0,0.258064516129032
2030,0.132064516129032,0.129032258064516,0,0.258064516129032
2031,0.128290322580645,0.129032258064516,0,0.258064516129032
2032,0.124225806451613,0.129032258064516,0,0.258064516129032
2033,0.121451612903226,0.0967741935483871,0,0.258064516129032
2034,0.117935483870968,0.0967741935483871,0,0.258064516129032
2035,0.116032258064516,0.0967741935483871,0,0.258064516129032
2036,0.107741935483871,0.0967741935483871,0,0.225806451612903
2037,0.105064516129032,0.0967741935483871,0,0.225806451612903
2038,0.102161290322581,0.0967741935483871,0,0.225806451612903
2039,0.10083870967742,0.0967741935483871,0,0.225806451612903
2040,0.0983225806451611,0.0967741935483871,0,0.225806451612903
2041,0.0972258064516131,0.0967741935483871,0,0.225806451612903
2042,0.0969032258064516,0.0967741935483871,0,0.225806451612903
2043,0.0981290322580649,0.0967741935483871,0,0.225806451612903
2044,0.0961612903225811,0.0967741935483871,0,0.225806451612903
2045,0.0943225806451615,0.0967741935483871,0,0.225806451612903
