"year","mean","median","lcl","ucl"
2015,0.350426221995993,0.35,0.312977099236641,0.390977443609023
2016,0.330718729953917,0.328621378621379,0.279503105590062,0.388888888888889
2017,0.318340670530747,0.315508021390374,0.266666666666667,0.375
2018,0.316033380975414,0.313725490196078,0.26241134751773,0.375
2019,0.314826882879373,0.312154020246506,0.262295081967213,0.372670807453416
2020,0.313131750669221,0.310679611650485,0.261006289308176,0.372222222222222
2021,0.313839466603707,0.3125,0.263888888888889,0.368421052631579
2022,0.313906134557143,0.312154020246506,0.261538461538462,0.367647058823529
2023,0.312534488719781,0.3117963314358,0.26056338028169,0.370689655172414
2024,0.314459978347412,0.312613636363636,0.263940520446097,0.368098159509202
2025,0.314075590720127,0.31379526129155,0.260504201680672,0.373626373626374
2026,0.312968712908151,0.312674581005587,0.258333333333333,0.363636363636364
2027,0.312403670890577,0.313149286458895,0.26,0.364406779661017
2028,0.31289235928674,0.31346980186202,0.265822784810127,0.363636363636364
2029,0.314057522148158,0.313025804171085,0.262237762237762,0.366666666666667
2030,0.314587687085494,0.315581562051985,0.262295081967213,0.366255144032922
2031,0.315522355592207,0.316163836668688,0.263736263736264,0.364016736401674
2032,0.313760673231905,0.313559322033898,0.259259259259259,0.366533864541833
2033,0.31353162626418,0.313406558755518,0.263636363636364,0.367088607594937
2034,0.314656036631332,0.314285714285714,0.26457399103139,0.367924528301887
2035,0.315636752266984,0.31578947368421,0.260504201680672,0.372413793103448
2036,0.314184288004937,0.315363750847622,0.262626262626263,0.364341085271318
2037,0.314083367855513,0.313432835820896,0.262295081967213,0.368983957219251
2038,0.31585836579638,0.314663776877887,0.263157894736842,0.36986301369863
2039,0.313074094074167,0.311398082276523,0.261682242990654,0.364963503649635
2040,0.313224215088427,0.315270935960591,0.260869565217391,0.365384615384615
2041,0.314822787817875,0.313884979215083,0.266666666666667,0.365758754863813
2042,0.313708609385967,0.313868613138686,0.264705882352941,0.363636363636364
2043,0.312682175471628,0.313368778425469,0.260869565217391,0.363321799307958
2044,0.312258515764371,0.312206158260678,0.260869565217391,0.363057324840764
2045,0.313904037158954,0.3150434040845,0.259541984732824,0.36241610738255
