"year","mean","median","lcl","ucl"
2015,132.628,132,58,210
2016,135.137,135.5,57,214
2017,141.125,141,59,229
2018,149.316,149,62,240
2019,156.007,156,65,253
2020,161.75,161,64,270
2021,167.035,165,65,280
2022,172.409,171,64,292
2023,176.037,172.5,65,298
2024,180.107,177,66,299
2025,183.881,184,68,303
2026,186.546,185.5,68,305
2027,188.842,189.5,69,304
2028,189.98,189,68,305
2029,191.576,196,66,302
2030,193.497,197,67,296
2031,194.229,199.5,67,298
2032,194.148,203,73,299
2033,193.768,200,70,292
2034,193.875,201.5,68,294
2035,193.395,202,69,291
2036,193.023,203,69,292
2037,193.209,203,69,292
2038,193.469,200,65,290
2039,193.777,201,65,290
2040,194.426,204.5,68,289
2041,194.048,204,69,287
2042,194.224,205,70,286
2043,194.424,206,67,289
2044,193.485,203.5,69,287
2045,192.913,203.5,69,284
