"year","mean","median","lcl","ucl"
2015,5780.64,5854,4975,6100
2016,5573.797,5709,4669,5895
2017,5456.128,5604,4586,5801
2018,5343.522,5501,4505,5723
2019,5229.584,5389.5,4313,5665
2020,5102.723,5257,4202,5602
2021,4984.733,5133,4064,5544
2022,4875.917,5002.5,3916,5480
2023,4776.407,4882.5,3820,5430
2024,4673.271,4759,3687,5372
2025,4583.465,4647.5,3585,5321
2026,4514.294,4573.5,3440,5300
2027,4440.257,4499,3406,5265
2028,4388.7,4461.5,3373,5239
2029,4333.242,4396.5,3286,5217
2030,4289.42,4344.5,3197,5187
2031,4243.941,4291,3178,5170
2032,4194.52,4242.5,3068,5129
2033,4143.417,4198,3039,5113
2034,4112.977,4166,2995,5089
2035,4079.818,4134.5,2975,5062
2036,4033.417,4070.5,2876,5019
2037,3991.654,4029,2873,4956
2038,3957.876,4000,2832,4929
2039,3929.347,3969,2781,4926
2040,3881.732,3929,2753,4878
2041,3862.895,3891,2753,4848
2042,3830.228,3858.5,2708,4833
2043,3806.063,3846,2668,4791
2044,3773.286,3794,2698,4759
2045,3748.68,3761.5,2697,4736
