"year","mean","median","lcl","ucl"
2015,81.4700000000003,80,35,126
2016,69.6920000000003,70,29,108
2017,67.9070000000002,68,28,107
2018,68.1469999999997,68,28,109
2019,67.6940000000001,66,28,109
2020,66.9800000000004,67,27,108
2021,66.2640000000004,66,25,110
2022,65.5590000000003,65,24,113
2023,65.259,64,24,113
2024,64.5019999999997,63,23,112
2025,64.1009999999998,61,22,112
2026,63.5510000000002,62,20,111
2027,62.9080000000002,61,19,113
2028,62.7220000000002,61,18,114
2029,62.1999999999996,60,18,112
2030,61.5340000000003,59,18,114
2031,61.3290000000002,60,17,112
2032,60.8210000000001,59,16,111
2033,60.7799999999997,59,15,111
2034,60.536,59,15,111
2035,60.0729999999997,59.5,15,110
2036,60.2750000000003,60,14,111
2037,60.0459999999998,59,13,110
2038,60.0569999999996,59,12,111
2039,59.7599999999998,59,12,109
2040,60.2959999999998,60,11,109
2041,60.2809999999995,59.5,12,111
2042,60.3069999999996,61,12,109
2043,60.223,61,10,110
2044,60.1199999999995,61,9,109
2045,59.9499999999996,61,10,109
