"year","mean","median","lcl","ucl"
2015,55085.841,55103.5,51723,58477
2016,55194.913,55771,48036,57906
2017,55950.675,57060,48265,58710
2018,56462.714,57760.5,49558,59226
2019,56565.708,57816.5,49972,59341
2020,56560.873,57676,49745,59240
2021,56480.094,57533.5,49942,59177
2022,56215.594,57352,49520,59057
2023,56216.071,57161,50296,58872
2024,55993.119,56938,49767,58691
2025,55583.45,56645,49334,58498
2026,55506.796,56421.5,49408,58335
2027,55390.032,56295,49359,58203
2028,55062.196,56056,49053,58018
2029,54885.726,55800.5,48837,57865
2030,54812.748,55708,48671,57681
2031,54574.607,55550.5,48126,57519
2032,54446.962,55344.5,48361,57377
2033,54359.239,55160.5,49037,57218
2034,54158.043,55008,48076,57044
2035,53998.889,54850.5,47929,56863
2036,53863.321,54707.5,47754,56706
2037,53673.827,54545,47682,56572
2038,53577.366,54405.5,47686,56450
2039,53406.273,54181.5,47782,56275
2040,53172.544,54037.5,47147,56107
2041,53007.783,53882.5,46970,55860
2042,52767.163,53678.5,46529,55621
2043,52560.113,53481.5,46639,55420
2044,52467.577,53389,46191,55289
2045,52298.358,53154,46383,55113
