"year","mean","median","lcl","ucl"
2015,5799.272,5853,5094,6101
2016,5621.477,5743,4740,5921
2017,5525.131,5688,4705,5834
2018,5442.831,5629,4644,5771
2019,5377.68000000001,5567,4543,5720
2020,5321.981,5498.5,4548,5669
2021,5251.547,5431,4399,5626
2022,5218.517,5377,4410,5582
2023,5164.624,5304,4331,5540
2024,5089.25199999999,5225.5,4257,5498
2025,5052.587,5182,4266,5458
2026,5030.614,5149.5,4223,5437
2027,4984.85199999999,5102.5,4226,5417
2028,4958.568,5068,4172,5402
2029,4945.174,5045,4139,5385
2030,4913.899,5022.5,4067,5366
2031,4895.306,4983,4104,5347
2032,4882.366,4963,4172,5329
2033,4858.927,4939.5,4088,5311
2034,4840.106,4918,4046,5298
2035,4824.191,4910.5,4035,5278
2036,4799.399,4891,3990,5255
2037,4782.724,4864,4023,5230
2038,4757.299,4836,4063,5205
2039,4724.74,4818.5,3947,5177
2040,4700.33,4789,3971,5148
2041,4667.111,4760,3921,5117
2042,4636.49,4731.5,3890,5087
2043,4619.042,4705,3873,5060
2044,4592.001,4673,3904,5029
2045,4578.52,4665.5,3903,4991
