"year","mean","median","lcl","ucl"
2015,5797.107,5854.5,5025,6100
2016,5630.715,5754,4748,5926
2017,5545.939,5699,4716,5841
2018,5483.448,5648,4660,5777
2019,5413.344,5585,4597,5729
2020,5348.435,5524,4520,5684
2021,5292.066,5464.5,4469,5638
2022,5232.299,5399,4432,5591
2023,5173.263,5338.5,4415,5546
2024,5125.542,5284,4261,5505
2025,5078.113,5228.5,4267,5469
2026,5046.21599999999,5191.5,4184,5447
2027,5022.977,5158.5,4212,5428
2028,4994.198,5119,4217,5413
2029,4975.505,5072,4274,5395
2030,4953.657,5047,4218,5377
2031,4936.283,5032,4163,5361
2032,4920.041,5014.5,4151,5346
2033,4895.795,4999,4042,5329
2034,4866.551,4972,4082,5310
2035,4835.788,4933,4080,5289
2036,4820.925,4904.5,4037,5267
2037,4800.585,4873,4087,5241
2038,4785.93000000001,4854,4073,5215
2039,4760.399,4840,4033,5189
2040,4735.356,4818.5,4053,5155
2041,4714.914,4794,3980,5124
2042,4691.854,4776,3993,5093
2043,4652.488,4750,3918,5059
2044,4623.969,4724.5,3901,5027
2045,4601.835,4697,3904,4997
