"Sen","Med.pct","Lcl.pct","Ucl.pct","Med","Lcl","Ucl"
"No.wolf.hunt",0.860759493670886,-0.341772151898734,1.63291139240506,147,52,208
"wolf.hunt",0.65,-0.3875,1.3125,132,49,185
