"Sen","Med","Lcl","Ucl"
"roads.maxdecom",0.129032258064516,0,0.258064516129032
"roads.middecom",0.129032258064516,0,0.258064516129032
"roads.plandecom",0.0967741935483871,0,0.225806451612903
"roads.nochange",0.0967741935483871,0,0.225806451612903
"roads.maxbuild",0.0645161290322581,0,0.193548387096774
