"Scen","Med.pct","Lcl.pct","Ucl.pct","Med","Lcl","Ucl"
"base",0.567164179104478,-0.395522388059701,1.13432835820896,210,81,286
"A",2,1.5037037037037,2.43703703703704,405,338,464
"B",0.547169811320755,-0.426415094339623,1.16603773584906,205,76,287
"C",0.534351145038168,-0.419847328244275,1.14503816793893,201,76,281
"D",-0.305970149253731,-0.873134328358209,0.298507462686567,93,17,174
"E",-0.365671641791045,-0.873134328358209,0.171641791044776,85,17,157
