"Sen","Med.pct","Lcl.pct","Ucl.pct","Med","Lcl","Ucl"
"clim.low",0.666666666666667,-0.432098765432099,1.2962962962963,135,46,186
"clim.mid",0.664556962025316,-0.443037974683544,1.30379746835443,131.5,44,182
"clim.max",0.617283950617284,-0.395061728395062,1.25925925925926,131,49,183
