"Sen","Med.pct","Lcl.pct","Ucl.pct","Med","Lcl","Ucl"
"No.wolf.hunt",0.686131386861314,-0.481751824817518,1.31386861313869,231,71,317
"wolf.hunt",0.537593984962406,-0.503759398496241,1.15789473684211,204.5,66,287
