"Sen","Med.pct","Lcl.pct","Ucl.pct","Med","Lcl","Ucl"
"roads.maxdecom",0.640243902439024,-0.426829268292683,1.31707317073171,134.5,47,190
"roads.middecom",0.560975609756098,-0.402439024390244,1.24390243902439,128,49,184
"roads.plandecom",0.622641509433962,-0.446540880503145,1.30188679245283,129,44,183
"roads.nochange",0.626506024096386,-0.433734939759036,1.24096385542169,135,47,186
"roads.maxbuild",0.692307692307692,-0.384615384615385,1.32051282051282,132,48,181
