"Sen","Med.pct","Lcl.pct","Ucl.pct","Med","Lcl","Ucl"
"No.deer.hunt",0.126593790356318,0.0535659069826661,0.164171774677604,61939,57924,64005
"Deer.hunt",-0.10180991359709,-0.240964074579354,-0.0178262846748522,49378,41728,53995
