"Sen","Med.pct","Lcl.pct","Ucl.pct","Med","Lcl","Ucl"
"roads.maxdecom",0.00532788745178126,-0.124265940549126,0.0578261856137962,55381,48242,58273
"roads.middecom",-0.0176120270172126,-0.149684072917423,0.0416515360592636,54106,46832,57370
"roads.plandecom",-0.102315269145495,-0.234689056082579,-0.0208265183731327,49396,42112,53880
"roads.nochange",-0.110146455876872,-0.266411512831935,-0.0285729870271548,48941.5,40347,53428
"roads.maxbuild",-0.205930329503027,-0.346086925000906,-0.104940732953928,43812,36079,49384
