"Sen","Med.pct","Lcl.pct","Ucl.pct","Med","Lcl","Ucl"
"diet.9.5",-0.0603778042287178,-0.183441307686017,-0.0103128378930918,51706,44934,54461
"diet.15",-0.164612707963319,-0.315814273804777,-0.0403240421907282,46095,37752,52953
"diet.20.5",-0.161894803836887,-0.313815520298222,-0.0405782606719098,46089.5,37735,52761
"diet.26",-0.224995018025689,-0.388086740701824,-0.066613525607348,42779.5,33777,51522
