"Sen","Med.pct","Lcl.pct","Ucl.pct","Med","Lcl","Ucl"
"roads.maxdecom",-0.389277787263104,-0.491719310227079,-0.362813727164077,3577,2977,3732
"roads.middecom",-0.337833219412167,-0.459671907040328,-0.287593984962406,3875,3162,4169
"roads.plandecom",-0.291908501194947,-0.440764766131786,-0.167634004779788,4148,3276,4876
"roads.nochange",-0.287764866712235,-0.458304853041695,-0.171736158578264,4168,3170,4847
"roads.maxbuild",-0.22685343354971,-0.442090878032115,-0.0710625213529211,4526,3266,5438
