"Sen","Med","Lcl","Ucl"
"K.nochange",0.0967741935483871,0,0.225806451612903
"K.base",0.0967741935483871,0,0.225806451612903
"K.transition",0.0967741935483871,0,0.225806451612903
"K.contharvest",0.0967741935483871,0,0.225806451612903
"K.midharvest",0.0967741935483871,0,0.225806451612903
"K.maxharvest",0.0967741935483871,0,0.225806451612903
