"Sen","Med.pct","Lcl.pct","Ucl.pct","Med","Lcl","Ucl"
"clim.low",0.533333333333333,-0.481481481481481,1.12592592592593,207,70,287
"clim.mid",0.501845018450184,-0.498154981549816,1.06642066420664,203.5,68,280
"clim.max",0.587786259541985,-0.442748091603053,1.17557251908397,208,73,285
