"Scen","Med.pct","Lcl.pct","Ucl.pct","Med","Lcl","Ucl"
"base",0.6625,-0.45,1.2625,133,44,181
"A",2.85185185185185,2.28395061728395,3.45679012345679,312,266,361
"B",0.627329192546584,-0.490683229813665,1.24844720496894,131,41,181
"C",0.654320987654321,-0.469135802469136,1.25925925925926,134,43,183
"D",-0.265432098765432,-0.876543209876543,0.333333333333333,59.5,10,108
"E",-0.353658536585366,-0.890243902439024,0.24390243902439,53,9,102
