"q.threshold.n","q.prob","q.lcl","q.ucl","e.prob","e.lcl","e.ucl","perc.yrs","perc.lcl","perc.ucl"
0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
2,0.004,7.21364013246085e-05,0.00792786359867539,0,0,0,0.000225806451612903,0,0
3,0.004,7.21364013246085e-05,0.00792786359867539,0,0,0,0.000645161290322581,0,0
4,0.006,0.00118453196518073,0.0108154680348193,0,0,0,0.00125806451612903,0,0
5,0.006,0.00118453196518073,0.0108154680348193,0,0,0,0.0022258064516129,0,0
6,0.008,0.00243397402437876,0.0135660259756212,0,0,0,0.0032258064516129,0,0
7,0.008,0.00243397402437876,0.0135660259756212,0,0,0,0.00461290322580645,0,0
8,0.009,0.00309336004482749,0.0149066399551725,0,0,0,0.00525806451612903,0,0
9,0.011,0.00446336450151606,0.0175366354984839,0,0,0,0.00590322580645161,0,0
10,0.011,0.00446336450151606,0.0175366354984839,0,0,0,0.00658064516129032,0,0
11,0.011,0.00446336450151606,0.0175366354984839,0,0,0,0.00729032258064516,0,0
12,0.012,0.00516925265349824,0.0188307473465018,0,0,0,0.0077741935483871,0,0
13,0.013,0.00588673200559098,0.020113267994409,0,0,0,0.00829032258064516,0,0
14,0.013,0.00588673200559098,0.020113267994409,0,0,0,0.00880645161290323,0,0
15,0.015,0.00735137117892105,0.022648628821079,0,0,0,0.00948387096774194,0,0
16,0.016,0.00809651718225398,0.023903482817746,0,0,0,0.00993548387096774,0,0
17,0.019,0.0103742201818057,0.0276257798181943,0,0,0,0.0102903225806452,0,0
18,0.021,0.011922330376036,0.030077669623964,0,0,0,0.0109354838709677,0,0
19,0.024,0.0142806598078629,0.0337193401921371,0,0,0,0.0118387096774194,0,0
20,0.026,0.015873409066102,0.036126590933898,0,0,0,0.0125483870967742,0,0.032258064516129
21,0.03,0.019099891232927,0.040900108767073,0,0,0,0.0134838709677419,0,0.0330645161290315
22,0.031,0.0199139960308447,0.0420860039691553,0,0,0,0.0143225806451613,0,0.0645161290322581
23,0.033,0.0215501498137987,0.0444498501862013,0,0,0,0.0151290322580645,0,0.0967741935483871
24,0.035,0.0231960751236275,0.0468039248763725,0,0,0,0.016,0,0.129838709677419
25,0.039,0.0265139036742136,0.0514860963257864,0,0,0,0.0171612903225807,0,0.162096774193548
26,0.041,0.028184407307565,0.053815592692435,0,0,0,0.0184838709677419,0,0.225806451612903
27,0.044,0.0307030062855921,0.0572969937144079,0,0,0,0.0196129032258065,0,0.258064516129032
28,0.047,0.0332355599052206,0.0607644400947794,0,0,0,0.0210645161290323,0,0.259677419354837
29,0.049,0.0349309798092677,0.0630690201907323,0,0,0,0.0224193548387097,0,0.32258064516129
30,0.052,0.0374837788971962,0.0665162211028038,0,0,0,0.0240322580645161,0,0.419354838709677
31,0.057,0.0417616602302103,0.0722383397697897,0,0,0,0.0255483870967742,0,0.420967741935482
32,0.062,0.0460650576386451,0.0779349423613549,0,0,0,0.0273548387096774,0,0.516935483870967
33,0.071,0.0538652651360172,0.0881347348639828,0,0,0,0.029258064516129,0,0.581451612903225
34,0.079,0.0608473597066438,0.0971526402933562,0,0,0,0.0315161290322581,0,0.645967741935483
35,0.082,0.0634757063471319,0.100524293652868,0,0,0,0.0333548387096774,0,0.67741935483871
36,0.091,0.0713892218853553,0.110610778114645,0,0,0,0.0354838709677419,0,0.709677419354839
37,0.096,0.0758020416347619,0.116197958365238,0,0,0,0.0374193548387097,0,0.741935483870968
38,0.101,0.0802251970878171,0.121774802912183,0,0,0,0.040258064516129,0,0.775806451612902
39,0.105,0.083770527496113,0.126229472503887,0,0,0,0.0426129032258065,0,0.871774193548386
40,0.112,0.0899880458358163,0.134011954164184,0,0,0,0.0450645161290323,0,0.871774193548386
41,0.119,0.096220635819604,0.141779364180396,0,0,0,0.0474193548387097,0,0.871774193548386
42,0.124,0.100680734834608,0.147319265165392,0,0,0,0.0496774193548387,0,0.904032258064515
43,0.132,0.107829636915989,0.156170363084011,0,0,0,0.0528387096774194,0,0.935483870967742
44,0.14,0.114992466251426,0.165007533748574,0,0,0,0.0555806451612903,0,0.936290322580644
45,0.146,0.120372658043845,0.171627341956155,0,0,0,0.0579032258064516,0,0.967741935483871
46,0.151,0.12486089580796,0.17713910419204,0,0,0,0.0612258064516129,0,0.968548387096773
47,0.161,0.133848862510302,0.188151137489698,0,0,0,0.0642258064516129,0,1
48,0.172,0.143750866799669,0.200249133200331,0,0,0,0.0673870967741935,0,1
49,0.183,0.15366604725998,0.21233395274002,0,0,0,0.0710645161290322,0,1
50,0.196,0.165397558059261,0.226602441940739,0,0,0,0.0745483870967742,0,1
51,0.209,0.177140352039899,0.240859647960101,0,0,0,0.0789354838709677,0,1
52,0.22,0.187083010387822,0.252916989612178,0,0,0,0.0824516129032258,0,1
53,0.227,0.193412378304244,0.260587621695756,0,0,0,0.0866774193548387,0,1
54,0.237,0.202456369830009,0.271543630169991,0,0,0,0.0907419354838709,0,1
55,0.246,0.210597172256985,0.281402827743015,0,0,0,0.0949032258064515,0,1
56,0.259,0.222356508366665,0.295643491633335,0,0,0,0.100258064516129,0,1
57,0.269,0.23140123994244,0.30659876005756,0,0,0,0.104967741935484,0,1
58,0.281,0.242252401931861,0.319747598068139,0,0,0,0.110451612903226,0,1
59,0.293,0.253099331254519,0.332900668745481,0,0,0,0.11558064516129,0,1
60,0.31,0.268455611306892,0.351544388693108,0,0,0,0.121322580645161,0,1
