"q.threshold.n","q.prob","q.lcl","q.ucl","e.prob","e.lcl","e.ucl","perc.yrs","perc.lcl","perc.ucl"
0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0
3,0.001,-0.000960980735613036,0.00296098073561304,0,0,0,0.000129032258064516,0,0
4,0.002,-0.000774634605563186,0.00477463460556319,0,0,0,0.000290322580645161,0,0
5,0.002,-0.000774634605563186,0.00477463460556319,0,0,0,0.000516129032258065,0,0
6,0.003,-0.000399923298444528,0.00639992329844453,0,0,0,0.000709677419354839,0,0
7,0.004,7.21364013246085e-05,0.00792786359867539,0,0,0,0.00106451612903226,0,0
8,0.008,0.00243397402437876,0.0135660259756212,0,0,0,0.00135483870967742,0,0
9,0.01,0.00377071108359546,0.0162292889164045,0,0,0,0.00180645161290323,0,0
10,0.011,0.00446336450151606,0.0175366354984839,0,0,0,0.00216129032258065,0,0
11,0.011,0.00446336450151606,0.0175366354984839,0,0,0,0.00293548387096774,0,0
12,0.014,0.00661447059279117,0.0213855294072088,0,0,0,0.00367741935483871,0,0
13,0.016,0.00809651718225398,0.023903482817746,0,0,0,0.00470967741935484,0,0
14,0.019,0.0103742201818057,0.0276257798181943,0,0,0,0.00554838709677419,0,0
15,0.022,0.0127039599872741,0.0312960400127259,0,0,0,0.00654838709677419,0,0
16,0.024,0.0142806598078629,0.0337193401921371,0,0,0,0.00758064516129032,0,0
17,0.026,0.015873409066102,0.036126590933898,0,0,0,0.00854838709677419,0,0.032258064516129
18,0.029,0.0182886192943188,0.0397113807056812,0,0,0,0.00961290322580645,0,0.032258064516129
19,0.03,0.019099891232927,0.040900108767073,0,0,0,0.0109354838709677,0,0.032258064516129
20,0.031,0.0199139960308447,0.0420860039691553,0,0,0,0.0122258064516129,0,0.0330645161290315
21,0.032,0.020730792338309,0.043269207661691,0,0,0,0.0133225806451613,0,0.0653225806451606
22,0.034,0.0223719479618081,0.0456280520381919,0,0,0,0.0149677419354839,0,0.0975806451612896
23,0.039,0.0265139036742136,0.0514860963257864,0,0,0,0.0162903225806452,0,0.129032258064516
24,0.042,0.0290222930828778,0.0549777069171222,0,0,0,0.0176129032258065,0,0.129032258064516
25,0.048,0.0340825965910642,0.0619174034089358,0,0,0,0.0193548387096774,0,0.161290322580645
26,0.055,0.0400472348649093,0.0699527651350907,0,0,0,0.0211612903225807,0,0.258870967741935
27,0.058,0.042620414998462,0.073379585001538,0,0,0,0.0229677419354839,0,0.291129032258064
28,0.061,0.045202506231314,0.076797493768686,0,0,0,0.0248064516129032,0,0.354838709677419
29,0.066,0.0495238931024022,0.0824761068975978,0,0,0,0.026741935483871,0,0.388709677419353
30,0.068,0.0512581837300379,0.0847418162699621,0,0,0,0.0280967741935484,0,0.484677419354838
31,0.069,0.0521264766727964,0.0858735233272036,0,0,0,0.03,0,0.582258064516128
32,0.072,0.0547357255462677,0.0892642744537323,0,0,0,0.0318064516129032,0,0.67741935483871
33,0.076,0.0582242930499021,0.0937757069500979,0,0,0,0.0340645161290323,0,0.710483870967741
34,0.082,0.0634757063471319,0.100524293652868,0,0,0,0.0360967741935484,0,0.774193548387097
35,0.092,0.0722709096913901,0.11172909030861,0,0,0,0.0382903225806451,0,0.807258064516128
36,0.097,0.0766858776736116,0.117314122326388,0,0,0,0.0401935483870968,0,0.807258064516128
37,0.102,0.0811109836941236,0.122889016305876,0,0,0,0.0425161290322581,0,0.839516129032257
38,0.107,0.0855453106429216,0.128454689357078,0,0,0,0.0450645161290323,0,0.839516129032257
39,0.122,0.0988959173898334,0.145104082610167,0,0,0,0.0475806451612903,0,0.871774193548386
40,0.126,0.102466548469018,0.149533451530982,0,0,0,0.0507741935483871,0,0.903225806451613
41,0.132,0.107829636915989,0.156170363084011,0,0,0,0.0530645161290323,0,0.935483870967742
42,0.144,0.118578543171374,0.169421456828626,0,0,0,0.055741935483871,0,0.935483870967742
43,0.15,0.123962922365121,0.176037077634879,0,0,0,0.0583870967741936,0,0.935483870967742
44,0.159,0.132050132418442,0.185949867581558,0,0,0,0.0619032258064516,0,0.936290322580644
45,0.165,0.137447893676268,0.192552106323732,0,0,0,0.0652258064516129,0,0.967741935483871
46,0.17,0.141949443232981,0.198050556767019,0,0,0,0.0682903225806452,0,1
47,0.173,0.14465174255583,0.20134825744417,0,0,0,0.0715483870967742,0,1
48,0.178,0.149157681807199,0.206842318192801,0,0,0,0.0749032258064516,0,1
49,0.194,0.163591890855613,0.224408109144387,0,0,0,0.0793870967741935,0,1
50,0.203,0.171719410454586,0.234280589545414,0,0,0,0.0838387096774194,0,1
51,0.212,0.179851486759831,0.244148513240169,0,0,0,0.0872258064516129,0,1
52,0.22,0.187083010387822,0.252916989612178,0,0,0,0.0912258064516129,0,1
53,0.231,0.197029738393676,0.264970261606324,0,0,0,0.0955483870967742,0,1
54,0.241,0.206074413756673,0.275925586243327,0,0,0,0.0993225806451613,0,1
55,0.251,0.215120033965779,0.286879966034221,0,0,0,0.104387096774194,0,1
56,0.26,0.223261037693596,0.296738962306404,0,0,0,0.108483870967742,0,1
57,0.274,0.235922972081629,0.312077027918371,0,0,0,0.113612903225806,0,1
58,0.285,0.24586859147862,0.32413140852138,0,0,0,0.118387096774193,0,1
59,0.296,0.255810222919028,0.336189777080971,0,0,0,0.122838709677419,0,1
60,0.308,0.266649726884757,0.349350273115243,0,0,0,0.127645161290322,0,1
