"Sen","Med.pct","Lcl.pct","Ucl.pct","Med","Lcl","Ucl"
"clim.low",-0.100115377976434,-0.230783207507745,-0.0197051047940912,49526.5,42335,53952
"clim.mid",-0.104295258151187,-0.258786580495244,-0.0200058093094183,49339,40829,53982
"clim.max",-0.113710703252771,-0.267435944030529,-0.0266945302562239,48772.5,40313,53561
