"Sen","Med","Lcl","Ucl"
"diet.9.5",0.161290322580645,0,0.258064516129032
"diet.15",0.0967741935483871,0,0.225806451612903
"diet.20.5",0.0645161290322581,0,0.193548387096774
"diet.26",0.032258064516129,0,0.161290322580645
