"year","mean","median","lcl","ucl"
2015,0.195138299194235,0.193838000316406,0.176470588235294,0.219354838709677
2016,0.192537307001167,0.191082802547771,0.16304347826087,0.225352112676056
2017,0.190188269193044,0.187848023381018,0.161290322580645,0.229885057471264
2018,0.188972639722761,0.186666666666667,0.157446808510638,0.228395061728395
2019,0.192276402683506,0.18978102189781,0.161290322580645,0.230769230769231
2020,0.193216898586659,0.190217391304348,0.161290322580645,0.232954545454545
2021,0.194718145190671,0.192307692307692,0.163865546218487,0.236111111111111
2022,0.197811417498653,0.194805194805195,0.164285714285714,0.240740740740741
2023,0.196877636693761,0.195141620771046,0.164319248826291,0.238095238095238
2024,0.198575777886355,0.197042540792541,0.165829145728643,0.238578680203046
2025,0.198882044632723,0.196078431372549,0.165775401069519,0.242424242424242
2026,0.200154164491786,0.198999402628435,0.165714285714286,0.24
2027,0.201050671311758,0.2,0.165745856353591,0.238095238095238
2028,0.201089004549519,0.2,0.165775401069519,0.240384615384615
2029,0.20144092699493,0.2,0.166666666666667,0.240963855421687
2030,0.200998347077235,0.2,0.165322580645161,0.241379310344828
2031,0.202448769137091,0.200818410041841,0.167664670658683,0.243362831858407
2032,0.203652433453009,0.203579866255556,0.166666666666667,0.242063492063492
2033,0.202917826094796,0.203007518796992,0.166666666666667,0.24203821656051
2034,0.20348911058117,0.203514097550936,0.166666666666667,0.243478260869565
2035,0.203796489962791,0.203319502074689,0.166666666666667,0.244131455399061
2036,0.20328817203789,0.202238837141306,0.164102564102564,0.243243243243243
2037,0.204062634805217,0.202454244320273,0.166887417218543,0.245161290322581
2038,0.203808404359689,0.202702702702703,0.167300380228137,0.242307692307692
2039,0.204619949325854,0.20360636193676,0.164179104477612,0.246231155778894
2040,0.204945747500616,0.204278197208877,0.16796875,0.242990654205607
2041,0.204710696560551,0.204432166973603,0.167487684729064,0.24390243902439
2042,0.204022318052534,0.203319502074689,0.167832167832168,0.243589743589744
2043,0.203866945670173,0.203252032520325,0.16796875,0.240740740740741
2044,0.204540610708086,0.20436048238579,0.166666666666667,0.243589743589744
2045,0.205114211656489,0.205128205128205,0.166666666666667,0.244755244755245
