"year","mean","median","lcl","ucl"
2015,133.490999999999,134,55,213
2016,128.971,128,54,205
2017,135.477,136.5,53,216
2018,149.199,150,57,239
2019,159.244000000001,159,60,260
2020,167.994000000001,168,59,277
2021,176.003999999999,176,64,284
2022,182.670000000001,187,63,289
2023,187.060999999999,192,64,291
2024,190.158,195,64,286
2025,191.311999999999,203,64,284
2026,191.502,207,66,276
2027,191.221999999999,206,67,274
2028,189.369000000001,205,67,269
2029,188.055,203,74,265
2030,186.188000000001,200.5,72,262
2031,184.774999999999,197,70,257
2032,183.055,194,67,253
2033,180.675000000001,193,70,248
2034,179.086000000001,192,67,250
2035,177.900999999999,186,69,245
2036,176.342,184,67,244
2037,174.389000000001,184,75,238
2038,173.132999999999,181,74,241
2039,172.531,181,71,239
2040,171.087,180,75,236
2041,169.155,176,70,232
2042,168.597,176,68,232
2043,167.907000000001,175,72,231
2044,165.731,172,71,232
2045,164.806999999999,172,72,229
