"year","mean","median","lcl","ucl"
2015,0.548612903225807,0.548387096774194,0.290322580645161,0.806451612903226
2016,0.553709677419355,0.548387096774194,0.290322580645161,0.806451612903226
2017,0.495516129032259,0.483870967741935,0.193548387096774,0.774193548387097
2018,0.444419354838709,0.451612903225806,0.129032258064516,0.774193548387097
2019,0.407387096774193,0.419354838709677,0.032258064516129,0.774193548387097
2020,0.366000000000001,0.354838709677419,0,0.741935483870968
2021,0.328741935483871,0.32258064516129,0,0.741935483870968
2022,0.300322580645161,0.258064516129032,0,0.741935483870968
2023,0.276225806451613,0.225806451612903,0,0.741935483870968
2024,0.257129032258065,0.193548387096774,0,0.741935483870968
2025,0.242193548387097,0.161290322580645,0,0.709677419354839
2026,0.233387096774193,0.129032258064516,0,0.709677419354839
2027,0.226419354838709,0.129032258064516,0,0.709677419354839
2028,0.223709677419355,0.129032258064516,0,0.709677419354839
2029,0.225516129032258,0.129032258064516,0,0.709677419354839
2030,0.228064516129032,0.129032258064516,0,0.709677419354839
2031,0.229,0.129032258064516,0,0.67741935483871
2032,0.233193548387097,0.161290322580645,0,0.709677419354839
2033,0.239451612903226,0.161290322580645,0,0.709677419354839
2034,0.242645161290323,0.161290322580645,0,0.709677419354839
2035,0.249387096774195,0.193548387096774,0,0.709677419354839
2036,0.255548387096776,0.193548387096774,0,0.709677419354839
2037,0.263935483870967,0.193548387096774,0,0.709677419354839
2038,0.270451612903227,0.225806451612903,0.032258064516129,0.709677419354839
2039,0.278032258064516,0.225806451612903,0.032258064516129,0.709677419354839
2040,0.286419354838711,0.258064516129032,0.032258064516129,0.709677419354839
2041,0.288806451612903,0.258064516129032,0.032258064516129,0.709677419354839
2042,0.291709677419354,0.258064516129032,0.032258064516129,0.709677419354839
2043,0.298774193548386,0.258064516129032,0.032258064516129,0.709677419354839
2044,0.307096774193548,0.258064516129032,0.032258064516129,0.709677419354839
2045,0.310870967741936,0.290322580645161,0.032258064516129,0.709677419354839
