"year","mean","median","lcl","ucl"
2015,81.4389999999998,82,32,129
2016,77.3689999999997,77,31,125
2017,78.4299999999998,78.5,33,126
2018,88.1310000000004,89,34,142
2019,95.1570000000005,95,35,157
2020,100.691,100.5,36,168
2021,106.357,106,37,175
2022,110.64,112,38,179
2023,114.278,117,38,183
2024,116.349,120,39,180
2025,117.704999999999,123,41,177
2026,117.713,126,39,175
2027,117.852,127,41,171
2028,117.364,126,42,170
2029,116.149,125,44,167
2030,115.395,124,44,163
2031,114.498,122,42,160
2032,113.472,120,43,159
2033,112.285,119,41,157
2034,110.988,118.5,41,154
2035,110.411,116,43,155
2036,109.747,115,43,152
2037,108.677,114,42,152
2038,107.527,112.5,47,150
2039,107.19,111.5,46,150
2040,106.244,111,44,148
2041,105.393,110,46,146
2042,104.53,109,42,144
2043,104.362,109,44,144
2044,103.485,107,44,144
2045,102.426,107,45,142
