"year","mean","median","lcl","ucl"
2015,0.34931789454096,0.348837209302326,0.311111111111111,0.388349514563107
2016,0.329336304772241,0.327727529677784,0.276119402985075,0.385245901639344
2017,0.318376633779743,0.31578947368421,0.268292682926829,0.373737373737374
2018,0.315020614720389,0.313219912617503,0.265116279069767,0.375
2019,0.314303222907317,0.313253012048193,0.26,0.371428571428571
2020,0.314128048549619,0.312850250232251,0.261744966442953,0.37012987012987
2021,0.314309611747028,0.313115145723841,0.263736263736264,0.367088607594937
2022,0.315259245497219,0.314029624306304,0.260869565217391,0.374149659863946
2023,0.314050489559355,0.311688311688312,0.26605504587156,0.371134020618557
2024,0.31295507063222,0.310964836680169,0.260869565217391,0.368600682593857
2025,0.31521249163737,0.314167650531287,0.265486725663717,0.369565217391304
2026,0.316396825790599,0.31554476806904,0.266187050359712,0.37
2027,0.314687263440966,0.314687992298267,0.26271186440678,0.366666666666667
2028,0.31874840112514,0.316960511392927,0.268571428571429,0.375
2029,0.316722203452914,0.316062176165803,0.267441860465116,0.370689655172414
2030,0.317908340105218,0.316191002092537,0.266423357664234,0.375
2031,0.319500831566645,0.317582067045586,0.267326732673267,0.372093023255814
2032,0.316993875120287,0.31578947368421,0.266233766233766,0.369565217391304
2033,0.318858761377079,0.316784037558685,0.265957446808511,0.373684210526316
2034,0.318666338088476,0.317126893735898,0.266666666666667,0.375
2035,0.318879372913851,0.317829457364341,0.266666666666667,0.373333333333333
2036,0.316913417585425,0.317899934923248,0.268456375838926,0.366071428571429
2037,0.318130100529701,0.318352059925094,0.26457399103139,0.371069182389937
2038,0.315635945043298,0.315696155281822,0.263157894736842,0.365740740740741
2039,0.316501986035457,0.316564838581396,0.264705882352941,0.366120218579235
2040,0.315555342084602,0.315375778463027,0.264900662251656,0.365079365079365
2041,0.315733998717262,0.315485111096631,0.265151515151515,0.366197183098592
2042,0.315689132671235,0.31578947368421,0.26605504587156,0.369047619047619
2043,0.313910925595755,0.314230979748221,0.261363636363636,0.3671875
2044,0.314336039072305,0.31578947368421,0.256830601092896,0.366863905325444
2045,0.314510255044522,0.31526389718585,0.260869565217391,0.363636363636364
