"year","mean","median","lcl","ucl"
2015,0.195373280237668,0.194444444444444,0.176470588235294,0.22
2016,0.194189479571442,0.192090395480226,0.165289256198347,0.228070175438596
2017,0.190428298053648,0.188465193632692,0.160919540229885,0.227272727272727
2018,0.190130381275797,0.187213080389896,0.160493827160494,0.228813559322034
2019,0.192806466463993,0.190162447075089,0.161676646706587,0.231404958677686
2020,0.193852052913069,0.191129636568003,0.161290322580645,0.233128834355828
2021,0.195490731953242,0.192798098222486,0.164,0.236363636363636
2022,0.195858430611402,0.19348952201554,0.162698412698413,0.235849056603774
2023,0.197149379639043,0.194972924187726,0.162995594713656,0.235294117647059
2024,0.198188062821433,0.195854810996564,0.164705882352941,0.236641221374046
2025,0.19894243079378,0.196626551691462,0.164179104477612,0.238095238095238
2026,0.199663673297441,0.197332859174964,0.165384615384615,0.240663900414938
2027,0.19935370742892,0.197231005078088,0.162280701754386,0.24
2028,0.200738791312908,0.199084548349254,0.165217391304348,0.241610738255034
2029,0.20230433385864,0.2,0.167832167832168,0.244318181818182
2030,0.203178907147602,0.201980974796509,0.165217391304348,0.244897959183673
2031,0.202532173575197,0.202020202020202,0.166666666666667,0.242424242424242
2032,0.203056751134292,0.202191211163981,0.166666666666667,0.243055555555556
2033,0.203299009678536,0.203166778074866,0.165137614678899,0.244979919678715
2034,0.204489343006649,0.202833534055935,0.166666666666667,0.244444444444444
2035,0.203968786371962,0.203439101300749,0.16751269035533,0.241830065359477
2036,0.204579437471823,0.205128205128205,0.167464114832536,0.242990654205607
2037,0.204232933080331,0.205010460251046,0.165957446808511,0.243523316062176
2038,0.204317660241862,0.204735219949566,0.166089965397924,0.244186046511628
2039,0.206041820532399,0.205263157894737,0.166666666666667,0.247311827956989
2040,0.205392776112503,0.205169965756285,0.169014084507042,0.242677824267782
2041,0.205436166745825,0.205956251847473,0.166666666666667,0.24390243902439
2042,0.204816597923501,0.205357142857143,0.166666666666667,0.242774566473988
2043,0.204531243912489,0.205950819672131,0.16793893129771,0.239316239316239
2044,0.204790862200787,0.205223880597015,0.169278996865204,0.240441176470588
2045,0.205453274226342,0.20550652444637,0.168674698795181,0.243589743589744
